Name,Type,Subtype,Block,X Longitude,Y Latitude,Location
AL RAED FURNITURE,SHOPPING,FURNITURE SHOPS,204,50.61687424,26.25792538,"26.25792538, 50.61687424"
ALAMANA FURNISHING,SHOPPING,FURNITURE SHOPS,204,50.61696792,26.25769113,"26.25769113, 50.61696792"
FADAK FURNITURE,SHOPPING,FURNITURE SHOPS,206,50.61667215,26.25795289,"26.25795289, 50.61667215"
AL SEEF AND ALDARA FURNITURE 2,SHOPPING,FURNITURE SHOPS,207,50.60640804,26.25587395,"26.25587395, 50.60640804"
AL MAAʻALI UPHOLSTERY,SHOPPING,FURNITURE SHOPS,208,50.61732578,26.25548206,"26.25548206, 50.61732578"
HASAN DARWISH UPHOLSTERY,SHOPPING,FURNITURE SHOPS,208,50.61829066,26.25170015,"26.25170015, 50.61829066"
ALAAJ FURNITURE SHOWROOM,SHOPPING,FURNITURE SHOPS,210,50.61702586,26.24858796,"26.24858796, 50.61702586"
FALCON CARPET EST,SHOPPING,FURNITURE SHOPS,210,50.61751309,26.2557182,"26.2557182, 50.61751309"
CHINEESS BAHRAIN TRADING CENTRE,SHOPPING,FURNITURE SHOPS,212,50.61932804,26.25048394,"26.25048394, 50.61932804"
AL BAHAʻI PERSIAN CARPET,SHOPPING,FURNITURE SHOPS,212,50.6200135,26.25546777,"26.25546777, 50.6200135"
ALKHABEER FURNITURE,SHOPPING,FURNITURE SHOPS,216,50.61700382,26.2481478,"26.2481478, 50.61700382"
DANA CURTAINS AND UPHOLSTERY,SHOPPING,FURNITURE SHOPS,225,50.6069214,26.27128399,"26.27128399, 50.6069214"
SYDNEY KITCHENS,SHOPPING,FURNITURE SHOPS,243,50.64315877,26.25980246,"26.25980246, 50.64315877"
AL ATLAS FURNITURE,SHOPPING,FURNITURE SHOPS,243,50.64488218,26.25894686,"26.25894686, 50.64488218"
CARPET HOUSE,SHOPPING,FURNITURE SHOPS,304,50.57627013,26.23248402,"26.23248402, 50.57627013"
RAMEE FURNITURE,SHOPPING,FURNITURE SHOPS,307,50.58634953,26.23074943,"26.23074943, 50.58634953"
DECOR 8,SHOPPING,FURNITURE SHOPS,316,50.57813574,26.23630286,"26.23630286, 50.57813574"
ADAM TRADING CENTER FURNITURE,SHOPPING,FURNITURE SHOPS,323,50.58911961,26.23130786,"26.23130786, 50.58911961"
CARPET HOUSE,SHOPPING,FURNITURE SHOPS,327,50.58699199,26.21319462,"26.21319462, 50.58699199"
PEACOCK CARPET CENTRE,SHOPPING,FURNITURE SHOPS,327,50.58732095,26.21334514,"26.21334514, 50.58732095"
SMART HOME,SHOPPING,FURNITURE SHOPS,330,50.57248092,26.21084143,"26.21084143, 50.57248092"
ATELIER AL QALDARI FURNISHING,SHOPPING,FURNITURE SHOPS,331,50.57515028,26.20393234,"26.20393234, 50.57515028"
FAREED ALUMINUM CENTER,SHOPPING,FURNITURE SHOPS,331,50.57575245,26.20595629,"26.20595629, 50.57575245"
AL TAHANI HAND MADE CARPETS CENTER,SHOPPING,FURNITURE SHOPS,338,50.59062229,26.21481449,"26.21481449, 50.59062229"
LA MAISON COLONIALE SIA AND FLAMANT,SHOPPING,FURNITURE SHOPS,346,50.55547346,26.23275958,"26.23275958, 50.55547346"
AʻALI FURNITURE,SHOPPING,FURNITURE SHOPS,358,50.55971655,26.21333335,"26.21333335, 50.55971655"
KHALIL ABBAS KITCHENS,SHOPPING,FURNITURE SHOPS,364,50.5586951,26.2003148,"26.2003148, 50.5586951"
EURO BLINDS,SHOPPING,FURNITURE SHOPS,368,50.53507794,26.19940268,"26.19940268, 50.53507794"
SOLA FURNITURE,SHOPPING,FURNITURE SHOPS,368,50.53723287,26.20429987,"26.20429987, 50.53723287"
SARAH FURNISHING,SHOPPING,FURNITURE SHOPS,411,50.54389092,26.21067427,"26.21067427, 50.54389092"
HOME BASE,SHOPPING,FURNITURE SHOPS,412,50.53671856,26.22726462,"26.22726462, 50.53671856"
AL ZAHRA' FURNISHING,SHOPPING,FURNITURE SHOPS,450,50.51465347,26.21833601,"26.21833601, 50.51465347"
D.HAUS FURNISHING,SHOPPING,FURNITURE SHOPS,579,50.4835917,26.17160156,"26.17160156, 50.4835917"
GULF INTERIORS,SHOPPING,FURNITURE SHOPS,604,50.60274188,26.17242915,"26.17242915, 50.60274188"
DOOR CARE FURNITURE,SHOPPING,FURNITURE SHOPS,606,50.60562515,26.16158185,"26.16158185, 50.60562515"
ID DESIGN,SHOPPING,FURNITURE SHOPS,611,50.60135327,26.16829308,"26.16829308, 50.60135327"
BAHRAIN ALUMINIUM KITCHEN,SHOPPING,FURNITURE SHOPS,611,50.6053014,26.15857111,"26.15857111, 50.6053014"
ALKOOHEJI HOUSE FURNITURE,SHOPPING,FURNITURE SHOPS,623,50.61183908,26.13894614,"26.13894614, 50.61183908"
ALASWAD TRADING ESTABLISHMENT,SHOPPING,FURNITURE SHOPS,646,50.58584745,26.13418874,"26.13418874, 50.58584745"
ASRRAR KITCHENS WORLD,SHOPPING,FURNITURE SHOPS,646,50.59674091,26.12723397,"26.12723397, 50.59674091"
LINA FURNISHING,SHOPPING,FURNITURE SHOPS,701,50.5361155,26.19087109,"26.19087109, 50.5361155"
AL FUNOON FURNITURE,SHOPPING,FURNITURE SHOPS,701,50.53921037,26.18665834,"26.18665834, 50.53921037"
DREAM HOME FURNITURE,SHOPPING,FURNITURE SHOPS,704,50.53730782,26.18112289,"26.18112289, 50.53730782"
MAMMOTH MEDICAL MATTRESSES,SHOPPING,FURNITURE SHOPS,711,50.56371787,26.20209053,"26.20209053, 50.56371787"
AMERICAN KITCHENS,SHOPPING,FURNITURE SHOPS,711,50.56421538,26.20237329,"26.20237329, 50.56421538"
AFIFI KITCHENS,SHOPPING,FURNITURE SHOPS,711,50.56490672,26.2024418,"26.2024418, 50.56490672"
AL HALABI KITCHENS EQUIPMENTS,SHOPPING,FURNITURE SHOPS,711,50.56504234,26.20244895,"26.20244895, 50.56504234"
MIRAJ CARPET,SHOPPING,FURNITURE SHOPS,812,50.55647632,26.17018086,"26.17018086, 50.55647632"
AL RASHID KITCHEN,SHOPPING,FURNITURE SHOPS,939,50.58615569,26.1308651,"26.1308651, 50.58615569"
FADI SHOES,SHOPPING,SHOES,105,50.65472627,26.24529454,"26.24529454, 50.65472627"
ANABAH SHOES CENTRE,SHOPPING,SHOES,205,50.61428594,26.26148287,"26.26148287, 50.61428594"
ANABAH SHOES CENTRE,SHOPPING,SHOES,213,50.61234103,26.2508615,"26.2508615, 50.61234103"
PAYLESS SHOESOURCE,SHOPPING,SHOES,240,50.62623288,26.25423377,"26.25423377, 50.62623288"
MILANO SHOES,SHOPPING,SHOES,240,50.62623461,26.25451812,"26.25451812, 50.62623461"
NINE WEST,SHOPPING,SHOES,314,50.56438899,26.22917584,"26.22917584, 50.56438899"
AL TAWFIQ SHOES,SHOPPING,SHOES,327,50.58723654,26.21392216,"26.21392216, 50.58723654"
SKECHERS,SHOPPING,SHOES,331,50.57463001,26.20403435,"26.20403435, 50.57463001"
STRAND BAGS,SHOPPING,SHOES,346,50.55306147,26.2329481,"26.2329481, 50.55306147"
ALDO AND ALDO ACCESSORIES,SHOPPING,SHOES,346,50.55347476,26.23348177,"26.23348177, 50.55347476"
CHARLES AND KEITH,SHOPPING,SHOES,346,50.55420386,26.23248149,"26.23248149, 50.55420386"
KURT GEIGER,SHOPPING,SHOES,346,50.5543903,26.23248786,"26.23248786, 50.5543903"
DUMOND,SHOPPING,SHOES,346,50.55452045,26.23278431,"26.23278431, 50.55452045"
GEOX,SHOPPING,SHOES,346,50.55453941,26.23248837,"26.23248837, 50.55453941"
HUSH PUPPIES,SHOPPING,SHOES,346,50.55464699,26.2332024,"26.2332024, 50.55464699"
FAITH,SHOPPING,SHOES,346,50.55466379,26.23276922,"26.23276922, 50.55466379"
DUNE,SHOPPING,SHOES,346,50.55499539,26.23305685,"26.23305685, 50.55499539"
SHOE EXPRESS,SHOPPING,SHOES,346,50.55591884,26.23377263,"26.23377263, 50.55591884"
STEVE MADDEN,SHOPPING,SHOES,346,50.55599242,26.23246086,"26.23246086, 50.55599242"
MILANO SHOES,SHOPPING,SHOES,346,50.58474356,26.2443178,"26.2443178, 50.58474356"
HUSH PUPPIES,SHOPPING,SHOES,410,50.5376944,26.22914775,"26.22914775, 50.5376944"
LATIF SHOE,SHOPPING,SHOES,428,50.5411637,26.23276465,"26.23276465, 50.5411637"
MODA BITAR,SHOPPING,SHOES,611,50.60207663,26.1688556,"26.1688556, 50.60207663"
SHOE CITI,SHOPPING,SHOES,646,50.59066456,26.12723595,"26.12723595, 50.59066456"
PAYLESS SHOESOURCE,SHOPPING,SHOES,740,50.52333772,26.16186459,"26.16186459, 50.52333772"
YASSIN SHOES,SHOPPING,SHOES,810,50.54794158,26.17183864,"26.17183864, 50.54794158"
BARMOODA SHOES,SHOPPING,SHOES,903,50.56678817,26.12105146,"26.12105146, 50.56678817"
LATIF SHOE,SHOPPING,SHOES,925,50.57506508,26.12886028,"26.12886028, 50.57506508"
SHOE EXPRESS,SHOPPING,SHOES,933,50.57022302,26.136376,"26.136376, 50.57022302"
INFINITY SHOES,SHOPPING,SHOES,1203,50.49198861,26.14121332,"26.14121332, 50.49198861"
MUHARRAQ CENTRAL MARKET,SHOPPING,SOUQS,207,50.60651051,26.25479953,"26.25479953, 50.60651051"
SOUQ AL QAISARIYA,SHOPPING,SOUQS,215,50.61050851,26.24934473,"26.24934473, 50.61050851"
MANAMA SOUQ,SHOPPING,SOUQS,304,50.57642114,26.23268286,"26.23268286, 50.57642114"
EAST RIFFA SOUQ,SHOPPING,SOUQS,901,50.56595574,26.12292036,"26.12292036, 50.56595574"
BUKOWARAH SOUQ,SHOPPING,SOUQS,913,50.55763166,26.13012422,"26.13012422, 50.55763166"
SOUQ WAGIF,SHOPPING,SOUQS,1203,50.49690197,26.14108211,"26.14108211, 50.49690197"
QUBA SUPERMARKET,SHOPPING,COLD STORES,203,50.61145861,26.26007654,"26.26007654, 50.61145861"
SAFWAN COLD STORE,SHOPPING,COLD STORES,206,50.61723832,26.25603834,"26.25603834, 50.61723832"
ABDULLAH ALBASTAKI COLD STORE,SHOPPING,COLD STORES,208,50.61590485,26.25079615,"26.25079615, 50.61590485"
QATAR ALNADA COLD STORE,SHOPPING,COLD STORES,212,50.62020312,26.25338707,"26.25338707, 50.62020312"
SONA COLD STORE,SHOPPING,COLD STORES,216,50.612793,26.24562068,"26.24562068, 50.612793"
ALASFOOR COLD STORE,SHOPPING,COLD STORES,216,50.615502,26.24381064,"26.24381064, 50.615502"
MAAN FOOD STUFF,SHOPPING,COLD STORES,222,50.60815012,26.2645281,"26.2645281, 50.60815012"
THE PERSON COLD STORE,SHOPPING,COLD STORES,225,50.6074503,26.26664499,"26.26664499, 50.6074503"
WAAD FRUITS AND VEGETABLE,SHOPPING,COLD STORES,226,50.60893949,26.27169392,"26.27169392, 50.60893949"
ABWAB ALKHAIR MARKET,SHOPPING,COLD STORES,226,50.6090156,26.27169207,"26.27169207, 50.6090156"
MANAMA BAZAAR COLD STORE,SHOPPING,COLD STORES,228,50.59907713,26.28037612,"26.28037612, 50.59907713"
'ASHBAT AL BUSAITEEN COLD STORE,SHOPPING,COLD STORES,228,50.599424,26.276064,"26.276064, 50.599424"
AL JALSAH COLD STORE,SHOPPING,COLD STORES,243,50.64560701,26.25623497,"26.25623497, 50.64560701"
9 STARS COLD STORE,SHOPPING,COLD STORES,244,50.64589849,50.64589849,"50.64589849, 50.64589849"
QALALI COLD STORE,SHOPPING,COLD STORES,253,50.65170903,26.27154874,"26.27154874, 50.65170903"
FARHANAH COLD STORE,SHOPPING,COLD STORES,305,50.58081087,26.23264845,"26.23264845, 50.58081087"
MORNING SUN VEGETABLES FRUITS,SHOPPING,COLD STORES,305,50.58260192,26.23384619,"26.23384619, 50.58260192"
HENA COLD STORE,SHOPPING,COLD STORES,307,50.5804572,26.22683344,"26.22683344, 50.5804572"
AL MISK COLD STORE,SHOPPING,COLD STORES,312,50.56486409,26.22247927,"26.22247927, 50.56486409"
SHAMSHEER COLD STORE,SHOPPING,COLD STORES,312,50.56544573,26.22045794,"26.22045794, 50.56544573"
SUMO FOODSTUFFS,SHOPPING,COLD STORES,318,50.59485164,26.23171423,"26.23171423, 50.59485164"
OPEN ALL HOURS COLD STORE,SHOPPING,COLD STORES,320,50.59578671,26.23115654,"26.23115654, 50.59578671"
AL ASAD COLD STORE,SHOPPING,COLD STORES,320,50.59838837,26.23006075,"26.23006075, 50.59838837"
AL NAHAR FOODSTUFF STORES,SHOPPING,COLD STORES,327,50.58529389,26.21807741,"26.21807741, 50.58529389"
HASAN AL JISHI COLD STORE,SHOPPING,COLD STORES,381,50.58350725,26.18032722,"26.18032722, 50.58350725"
ZIYAD GROCERY,SHOPPING,COLD STORES,441,50.53054132,26.20230456,"26.20230456, 50.53054132"
MIRZA JAFFAR ALASFOOR MARKET,SHOPPING,COLD STORES,608,50.6160449,26.15991366,"26.15991366, 50.6160449"
MARAYEM FOOD STUFF,SHOPPING,COLD STORES,813,50.55698658,26.16615763,"26.16615763, 50.55698658"
NAJI COLD STORE,SHOPPING,COLD STORES,813,50.55948165,26.16546267,"26.16546267, 50.55948165"
CHILD COLD STORE,SHOPPING,COLD STORES,814,50.56815161,26.16711643,"26.16711643, 50.56815161"
YOUSIF SHOWAITER SWEETS FACTORY,SHOPPING,BAHRAINI SWEET,210,50.61695937,26.25035789,"26.25035789, 50.61695937"
MUROOJ AL MUHARRAQ SWEETS,SHOPPING,BAHRAINI SWEET,211,50.61000122,26.2503462,"26.2503462, 50.61000122"
KHULOOD SHOWAITER SWEET,SHOPPING,BAHRAINI SWEET,211,50.61016933,26.2503704,"26.2503704, 50.61016933"
JAMAL SHOWAITER SWEETS FACTORY,SHOPPING,BAHRAINI SWEET,211,50.61022598,26.25288747,"26.25288747, 50.61022598"
MUROOJ AL MUHARRAQ SWEETS,SHOPPING,BAHRAINI SWEET,214,50.61509908,26.24738931,"26.24738931, 50.61509908"
JASSIM MUHAMMAD SHOWAITER SWEET COMPANY,SHOPPING,BAHRAINI SWEET,215,50.6089317,26.24997479,"26.24997479, 50.6089317"
SHOWAITER DELIGHTS,SHOPPING,BAHRAINI SWEET,264,50.63766581,26.30470302,"26.30470302, 50.63766581"
HUSSAIN SHOWAITER SWEETS,SHOPPING,BAHRAINI SWEET,304,50.57633522,26.23246084,"26.23246084, 50.57633522"
AMINAH HAMAD YOUSIF SHOWAITER SWEETS,SHOPPING,BAHRAINI SWEET,341,50.60489717,26.21081043,"26.21081043, 50.60489717"
SUHA LADIES TAILORING,SHOPPING,TAILORING,104,50.65424133,26.24193189,"26.24193189, 50.65424133"
AL MONQID LADIES TAILORING,SHOPPING,TAILORING,108,50.65564714,26.23758712,"26.23758712, 50.65564714"
MUBASHIR LADIES TAILORING AND EMBROIDERY,SHOPPING,TAILORING,204,50.61695889,26.25856697,"26.25856697, 50.61695889"
DROPS LADIS TAILORING,SHOPPING,TAILORING,206,50.61394307,26.25489342,"26.25489342, 50.61394307"
ALARJOWANI BOUTIQUE AND TAILORING,SHOPPING,TAILORING,208,50.61494452,26.25240625,"26.25240625, 50.61494452"
MUHARRAQ GATE TAILORING,SHOPPING,TAILORING,208,50.61499886,26.2523,"26.2523, 50.61499886"
IBN ALBALAD GENTS TAILORING,SHOPPING,TAILORING,212,50.62030639,26.25372614,"26.25372614, 50.62030639"
AL SAIF AL MALAKY TAILORING,SHOPPING,TAILORING,216,50.61664126,26.24810256,"26.24810256, 50.61664126"
ALDURRA LADIES TAILORING,SHOPPING,TAILORING,228,50.59764946,26.27522101,"26.27522101, 50.59764946"
JUWAIRYEH TAILORING,SHOPPING,TAILORING,306,50.58500997,26.23489373,"26.23489373, 50.58500997"
TIGI TAILORING & BOUTIQUE,SHOPPING,TAILORING,321,50.59223452,26.22818078,"26.22818078, 50.59223452"
AL HARAMEEN TAILORING,SHOPPING,TAILORING,321,50.593915,26.2289585,"26.2289585, 50.593915"
TOP MEN TAILORING,SHOPPING,TAILORING,339,50.60042341,26.20296092,"26.20296092, 50.60042341"
SABLE GENT TAILORING & READYMADE,SHOPPING,TAILORING,404,50.54482238,26.22264123,"26.22264123, 50.54482238"
NAHER AL ARAB TAILORING,SHOPPING,TAILORING,421,50.54014356,26.21447756,"26.21447756, 50.54014356"
INTERNATIONAL TAILORING,SHOPPING,TAILORING,571,50.47414434,26.18819173,"26.18819173, 50.47414434"
SUN & SAND SPORTS,SHOPPING,SPORTS,240,50.62652671,26.25457365,"26.25457365, 50.62652671"
SPORT SECRETS,SHOPPING,SPORTS,305,50.58338449,26.23454781,"26.23454781, 50.58338449"
AL BARAKA SPORTS,SHOPPING,SPORTS,318,50.58801813,26.23576659,"26.23576659, 50.58801813"
EURO SPORTS,SHOPPING,SPORTS,339,50.59736368,26.20277257,"26.20277257, 50.59736368"
SHOOT SPORTS,SHOPPING,SPORTS,341,50.59954345,26.21528961,"26.21528961, 50.59954345"
FOOT LOCKER,SHOPPING,SPORTS,346,50.55401414,26.23324096,"26.23324096, 50.55401414"
SUN & SAND SPORTS,SHOPPING,SPORTS,346,50.55420305,26.23321203,"26.23321203, 50.55420305"
ADIDAS,SHOPPING,SPORTS,346,50.55453374,26.23214703,"26.23214703, 50.55453374"
NIKE WOMAN,SHOPPING,SPORTS,346,50.55518513,26.23305889,"26.23305889, 50.55518513"
TIMBERLAND,SHOPPING,SPORTS,346,50.55519907,26.23235235,"26.23235235, 50.55519907"
PUMA,SHOPPING,SPORTS,346,50.55597729,26.23290512,"26.23290512, 50.55597729"
OFFSIDE SPORTS,SHOPPING,SPORTS,359,50.56208793,26.21190566,"26.21190566, 50.56208793"
SAFA CORNER,SHOPPING,SPORTS,428,50.53765168,26.23200582,"26.23200582, 50.53765168"
SKATE SHACK,SHOPPING,SPORTS,428,50.53767113,26.23173184,"26.23173184, 50.53767113"
OLYMPIA SPORTS,SHOPPING,SPORTS,428,50.53778131,26.23233839,"26.23233839, 50.53778131"
SKATE SHACK,SHOPPING,SPORTS,515,50.48409188,26.21705124,"26.21705124, 50.48409188"
BAHRAIN AL NASER SPORTS,SHOPPING,SPORTS,527,50.48409397,26.17676095,"26.17676095, 50.48409397"
TRILIFE SPORTS,SHOPPING,SPORTS,575,50.48089273,26.17891001,"26.17891001, 50.48089273"
SPORTS LAND,SHOPPING,SPORTS,913,50.55780202,26.1301891,"26.1301891, 50.55780202"
ADIDAS,SHOPPING,SPORTS,925,50.57497017,26.12875966,"26.12875966, 50.57497017"
ADIDAS,SHOPPING,SPORTS,1014,50.47102643,26.16296363,"26.16296363, 50.47102643"
TRILIFE SPORTS,SHOPPING,SPORTS,1056,50.48864671,26.0509794,"26.0509794, 50.48864671"
ENDURA SPORT CENTER,SHOPPING,SPORTS,1058,50.49095815,26.02343605,"26.02343605, 50.49095815"
AL MUNTAZAH MARKET,SHOPPING,SUPERMARKET,109,50.65175279,26.24284533,"26.24284533, 50.65175279"
ORIENTAL SUPERMARKET,SHOPPING,SUPERMARKET,128,50.66371274,26.19519975,"26.19519975, 50.66371274"
RUYAN TRADING CENTRE,SHOPPING,SUPERMARKET,203,50.60896067,26.26009599,"26.26009599, 50.60896067"
PERSONAL MARKET,SHOPPING,SUPERMARKET,205,50.61483991,26.26070154,"26.26070154, 50.61483991"
FRIDAY MARKET,SHOPPING,SUPERMARKET,215,50.61060772,26.24849263,"26.24849263, 50.61060772"
GULF MART SUPERMARKET,SHOPPING,SUPERMARKET,216,50.61259685,26.24520841,"26.24520841, 50.61259685"
MALKAWI SUPERMARKET,SHOPPING,SUPERMARKET,225,50.60729125,26.26644168,"26.26644168, 50.60729125"
NEXA SUPER MARKET,SHOPPING,SUPERMARKET,228,50.5962783,26.27788293,"26.27788293, 50.5962783"
BUSAITEEN EAST GATE MARKET,SHOPPING,SUPERMARKET,228,50.59765031,26.27497634,"26.27497634, 50.59765031"
AL MUNTAZAH MARKET,SHOPPING,SUPERMARKET,252,50.6513095,26.27198945,"26.27198945, 50.6513095"
ASEEL MARKETS,SHOPPING,SUPERMARKET,253,50.65608132,26.27058065,"26.27058065, 50.65608132"
SIYONA ROAD SUPERMARKET,SHOPPING,SUPERMARKET,255,50.64437252,26.28077024,"26.28077024, 50.64437252"
MIDWAY SUPERMARKET,SHOPPING,SUPERMARKET,264,50.63907462,26.30136611,"26.30136611, 50.63907462"
CHOOSE AND CHEER SUPERMARKET,SHOPPING,SUPERMARKET,304,50.57249913,26.23039217,"26.23039217, 50.57249913"
DAY AND NIGHT MARKET,SHOPPING,SUPERMARKET,304,50.57567331,26.23172902,"26.23172902, 50.57567331"
FOOD WORLD MARKET,SHOPPING,SUPERMARKET,304,50.57687594,26.23366735,"26.23366735, 50.57687594"
AL QAREEN SUPERMARKET,SHOPPING,SUPERMARKET,304,50.57871099,26.23476697,"26.23476697, 50.57871099"
GULF HOUSE MARKET,SHOPPING,SUPERMARKET,305,50.58149223,26.23079512,"26.23079512, 50.58149223"
HABIB MARKET,SHOPPING,SUPERMARKET,306,50.5839077,26.2340601,"26.2340601, 50.5839077"
AL ZMROOD MARKET,SHOPPING,SUPERMARKET,306,50.58551434,26.23609047,"26.23609047, 50.58551434"
AL BUSTAN MARKET,SHOPPING,SUPERMARKET,306,50.58722573,26.23608597,"26.23608597, 50.58722573"
NESTO SUPERMARKET,SHOPPING,SUPERMARKET,308,50.58303776,26.22659257,"26.22659257, 50.58303776"
GULF SKY MARKET,SHOPPING,SUPERMARKET,308,50.58613939,26.22669316,"26.22669316, 50.58613939"
AL MUNTAZAH MARKET,SHOPPING,SUPERMARKET,313,50.56278718,26.22807027,"26.22807027, 50.56278718"
MEGA MART,SHOPPING,SUPERMARKET,314,50.56677697,26.23049008,"26.23049008, 50.56677697"
SHTOORA,SHOPPING,SUPERMARKET,316,50.58218897,26.23757008,"26.23757008, 50.58218897"
212 SUPERMARKET,SHOPPING,SUPERMARKET,317,50.59045359,26.24072849,"26.24072849, 50.59045359"
AL JAZEERAH SUPERMARKET,SHOPPING,SUPERMARKET,318,50.59216006,26.22907523,"26.22907523, 50.59216006"
AL SHEHAB MARKET,SHOPPING,SUPERMARKET,318,50.59218977,26.23440257,"26.23440257, 50.59218977"
SHEEBA SUPERMARKET,SHOPPING,SUPERMARKET,318,50.59312111,26.23522673,"26.23522673, 50.59312111"
AL MUNTAZAH MARKET,SHOPPING,SUPERMARKET,319,50.59512818,26.23400895,"26.23400895, 50.59512818"
ARGENTNA SUPERMARKET,SHOPPING,SUPERMARKET,321,50.58961017,26.22873445,"26.22873445, 50.58961017"
ARGENTNA SUPERMARKET,SHOPPING,SUPERMARKET,321,50.59018674,26.22624635,"26.22624635, 50.59018674"
NESTO SUPERMARKET,SHOPPING,SUPERMARKET,321,50.59588253,26.22724711,"26.22724711, 50.59588253"
HOORA SUPERMARKET,SHOPPING,SUPERMARKET,321,50.59671367,26.22499141,"26.22499141, 50.59671367"
DAY AND NIGHT MARKET,SHOPPING,SUPERMARKET,324,50.60875195,26.21677982,"26.21677982, 50.60875195"
7 TO ELEVEN,SHOPPING,SUPERMARKET,326,50.59017894,26.21530288,"26.21530288, 50.59017894"
LOVE SUPERMARKET,SHOPPING,SUPERMARKET,326,50.59074496,26.21495954,"26.21495954, 50.59074496"
AL MASEERA MARKETS,SHOPPING,SUPERMARKET,328,50.5794116,26.2136877,"26.2136877, 50.5794116"
MINA MARKETS W.L.L.,SHOPPING,SUPERMARKET,334,50.59256891,26.20619265,"26.20619265, 50.59256891"
METRO MARKETS,SHOPPING,SUPERMARKET,337,50.59590615,26.20515355,"26.20515355, 50.59590615"
IN AND OUT SUPERMARKET,SHOPPING,SUPERMARKET,340,50.60238806,26.21467227,"26.21467227, 50.60238806"
MEGA MART,SHOPPING,SUPERMARKET,341,50.60621139,26.21080914,"26.21080914, 50.60621139"
METRASH MARKET,SHOPPING,SUPERMARKET,346,50.56346509,26.23650406,"26.23650406, 50.56346509"
REEFISH MARKET,SHOPPING,SUPERMARKET,346,50.5644177,26.23553237,"26.23553237, 50.5644177"
NOOR AL ZAHRA' MARKET,SHOPPING,SUPERMARKET,363,50.55796222,26.21030711,"26.21030711, 50.55796222"
JAS MART 24,SHOPPING,SUPERMARKET,366,50.55269676,26.19879888,"26.19879888, 50.55269676"
MIDWAY SUPERMARKET,SHOPPING,SUPERMARKET,373,50.56959481,26.20295925,"26.20295925, 50.56959481"
AL JAZEERAH SUPERMARKET,SHOPPING,SUPERMARKET,408,50.54601538,26.22835552,"26.22835552, 50.54601538"
DANIAL MARKET,SHOPPING,SUPERMARKET,419,50.54236865,26.21233288,"26.21233288, 50.54236865"
REEF MART,SHOPPING,SUPERMARKET,422,50.53431786,26.21971215,"26.21971215, 50.53431786"
NEW GREEN MARKET,SHOPPING,SUPERMARKET,425,50.53355662,26.21620069,"26.21620069, 50.53355662"
AL JAZEERAH SUPERMARKET,SHOPPING,SUPERMARKET,426,50.52142074,26.22426011,"26.22426011, 50.52142074"
AL TAYYAR MARKET,SHOPPING,SUPERMARKET,433,50.53159272,26.20932875,"26.20932875, 50.53159272"
AL TAQI MARKETS,SHOPPING,SUPERMARKET,433,50.53197674,26.20946967,"26.20946967, 50.53197674"
AL BUSAT MARKETS,SHOPPING,SUPERMARKET,439,50.53236374,26.2044564,"26.2044564, 50.53236374"
RUYAN TRADING CENTRE,SHOPPING,SUPERMARKET,450,50.51379241,26.21859152,"26.21859152, 50.51379241"
AL JAZEERAH SUPERMARKET,SHOPPING,SUPERMARKET,457,50.51173129,26.19376297,"26.19376297, 50.51173129"
AL JAZEERAH SUPERMARKET,SHOPPING,SUPERMARKET,502,50.50160973,26.22028103,"26.22028103, 50.50160973"
AL OSRA SUPERMARKET,SHOPPING,SUPERMARKET,513,50.49973402,26.20337902,"26.20337902, 50.49973402"
AL OSRA SUPERMARKET,SHOPPING,SUPERMARKET,515,50.47998365,26.21621593,"26.21621593, 50.47998365"
AL SATER MARKET,SHOPPING,SUPERMARKET,541,50.45758093,26.20857107,"26.20857107, 50.45758093"
BUHIJI TRADING CENTER,SHOPPING,SUPERMARKET,552,50.45047137,26.21268968,"26.21268968, 50.45047137"
IN AND OUT SUPERMARKET,SHOPPING,SUPERMARKET,571,50.46703554,26.18237955,"26.18237955, 50.46703554"
AL JAZEERAH SUPERMARKET,SHOPPING,SUPERMARKET,579,50.47341997,26.1628754,"26.1628754, 50.47341997"
MAGANMAL & SONS,SHOPPING,SUPERMARKET,601,50.60819204,26.17920159,"26.17920159, 50.60819204"
AL NOOR MARKET,SHOPPING,SUPERMARKET,604,50.60614209,26.16506846,"26.16506846, 50.60614209"
AL AHALI MARKET,SHOPPING,SUPERMARKET,606,50.61085103,26.16434577,"26.16434577, 50.61085103"
AL QADAR SUPER MARKET,SHOPPING,SUPERMARKET,606,50.61122752,26.1643231,"26.1643231, 50.61122752"
ABNAA ALDIRAH MART,SHOPPING,SUPERMARKET,626,50.6031705,26.13807895,"26.13807895, 50.6031705"
PRIME SUPERMARKET,SHOPPING,SUPERMARKET,646,50.58980609,26.12777146,"26.12777146, 50.58980609"
AL MAROONA MARKETS,SHOPPING,SUPERMARKET,701,50.54060087,26.1923293,"26.1923293, 50.54060087"
ALMARJAH MARKET,SHOPPING,SUPERMARKET,713,50.55315416,26.19050274,"26.19050274, 50.55315416"
DAY AND NIGHT MARKET,SHOPPING,SUPERMARKET,718,50.54274493,26.16796045,"26.16796045, 50.54274493"
AL HAMEEDIYAH SUPERMARKET,SHOPPING,SUPERMARKET,721,50.55852209,26.17377688,"26.17377688, 50.55852209"
AL HELLI MARKETS,SHOPPING,SUPERMARKET,732,50.52780741,26.15299202,"26.15299202, 50.52780741"
